text,label
"Badan terasa bersin terus menerus disertai menggigil, lemas, batuk, demam tinggi, kelenjar getah bening bengkak, tidak enak badan, dahak, iritasi tenggorokan, mata merah, tekanan sinus, hidung meler, hidung tersumbat, sakit dada, hilang penciuman, nyeri otot",ISPA/Influenza
Gejala yang dialami: lemas serta kulit menguning,Hepatitis C
"Badan terasa bersin terus menerus disertai menggigil, mata berair",Alergi
"Badan terasa lemas disertai kram, memar, obesitas, kaki bengkak, pembuluh darah bengkak, urat menonjol di betis",Varises
Gejala yang dialami: muntah serta sakit kepala,Kelumpuhan (Pendarahan Otak)
"Saya mengalami menggigil, lemas, berat badan turun, batuk, demam tinggi, sesak napas, berkeringat, hilang nafsu makan, demam ringan, mata menguning, kelenjar getah bening bengkak, tidak enak badan, dahak, sakit dada, batuk berdarah",TBC (Tuberkulosis)
"Badan terasa menggigil disertai muntah, lemas, berat badan turun, batuk, demam tinggi, sesak napas, berkeringat, hilang nafsu makan, demam ringan, mata menguning, kelenjar getah bening bengkak, tidak enak badan, dahak, sakit dada, batuk berdarah",TBC (Tuberkulosis)
"Saya mengalami itching, muntah, kulit menguning, mual, hilang nafsu makan, sakit perut, mata menguning",Kolestasis Kronis
"Pasien mengeluh sakit kepala, lemah satu sisi tubuh dan kesadaran berubah",Kelumpuhan (Pendarahan Otak)
Gejala yang dialami: muntah serta sesak napas,Serangan Jantung
Gejala yang dialami: itching serta lemas,Hepatitis B
"Saya mengalami nyeri sendi, muntah, lemas, demam tinggi, kulit menguning, urine berwarna gelap, mual, hilang nafsu makan, sakit perut, mata menguning, gagal hati akut, koma, pendarahan lambung",Hepatitis E
"Pasien mengeluh sembelit, sakit saat buang air besar, sakit di daerah anus, buang air besar berdarah dan iritasi di anus",Wasir/Ambeien
Gejala yang dialami: ruam kulit serta menggigil,Demam Berdarah Dengue (DBD)
"Dok, saya merasa ruam kulit dan cairan kuning mengeras",Impetigo
"Pasien mengeluh menggigil, lemas, batuk, demam tinggi, sesak napas, berkeringat, tidak enak badan, dahak, sakit dada, detak jantung cepat dan dahak berwarna karat",Pneumonia (Radang Paru)
"Dok, saya merasa sembelit dan iritasi di anus",Wasir/Ambeien
"Keluhan utama: bersin terus menerus, menggigil, lemas, batuk, demam tinggi, sakit kepala, kelenjar getah bening bengkak, tidak enak badan, dahak, iritasi tenggorokan, mata merah, tekanan sinus, hidung meler, hidung tersumbat, sakit dada, hilang penciuman, nyeri otot",ISPA/Influenza
"Keluhan utama: bersin terus menerus, menggigil, lemas, batuk, demam tinggi, sakit kepala, kelenjar getah bening bengkak, tidak enak badan, dahak, iritasi tenggorokan, mata merah, tekanan sinus, hidung meler, hidung tersumbat, sakit dada, hilang penciuman, nyeri otot",ISPA/Influenza
Gejala yang dialami: pengecilan otot serta bercak di tenggorokan,HIV/AIDS
"Saya mengalami muntah, sesak napas, berkeringat, sakit dada",Serangan Jantung
"Dok, saya merasa bersin terus menerus dan nyeri otot",ISPA/Influenza
"Dok, saya merasa bersin terus menerus dan nyeri otot",ISPA/Influenza
"Saya mengalami itching, ruam kulit, sakit perut, rasa terbakar saat buang air kecil, spotting  urination",Reaksi Obat/Alergi
"Keluhan utama: muntah, sakit kepala, mual, berputar-putar, tidak stabil",Vertigo
"Keluhan utama: berat badan naik, tangan dan kaki dingin, perubahan suasana hati, lesu, pusing, wajah dan mata bengkak, pembesaran tiroid, kuku rapuh, swollen extremeties, depresi, mudah marah, haid tidak normal",Hipotiroid
"Pasien mengeluh bersin terus menerus, menggigil, lemas, batuk, demam tinggi, sakit kepala, kelenjar getah bening bengkak, tidak enak badan, dahak, iritasi tenggorokan, mata merah, tekanan sinus, hidung meler, hidung tersumbat, sakit dada, hilang penciuman dan nyeri otot",ISPA/Influenza
"Dok, saya merasa itching dan bintik merah di seluruh tubuh",Cacar Air
"Badan terasa sakit saat buang air besar disertai sakit di daerah anus, buang air besar berdarah, iritasi di anus",Wasir/Ambeien
Gejala yang dialami: muntah serta lemas,Hipoglikemia (Gula Darah Rendah)
"Badan terasa lemas disertai berat badan naik, tangan dan kaki dingin, perubahan suasana hati, lesu, pusing, wajah dan mata bengkak, pembesaran tiroid, kuku rapuh, swollen extremeties, depresi, mudah marah, haid tidak normal",Hipotiroid
"Keluhan utama: lemah otot, leher kaku, kaku saat bergerak, sakit saat berjalan",Radang Sendi
"Saya mengalami menggigil, muntah, demam tinggi, berkeringat, sakit kepala, mual, diare, nyeri otot",Malaria
"Dok, saya merasa menggigil dan sakit perut",Tifush (Demam Tifoid)
"Dok, saya merasa lemas dan haid tidak normal",Hipotiroid
"Saya mengalami sakit perut, sariawan di lidah, muntah, batuk, sakit dada",GERD (Asam Lambung)
"Saya mengalami asam lambung naik, gangguan pencernaan, sakit kepala, penglihatan kabur, rasa lapar berlebihan, leher kaku, depresi, mudah marah, gangguan pengelihatan",Migrain
"Keluhan utama: ruam kulit, demam tinggi, melepuh, luka merah di sekitar hidung, cairan kuning mengeras",Impetigo
"Badan terasa menggigil disertai lemas, batuk, demam tinggi, sesak napas, berkeringat, tidak enak badan, dahak, sakit dada, detak jantung cepat, dahak berwarna karat",Pneumonia (Radang Paru)
"Dok, saya merasa pengecilan otot dan kontak seksual berisiko",HIV/AIDS
"Dok, saya merasa menggigil dan sakit perut",Tifush (Demam Tifoid)
"Keluhan utama: lemas, perubahan suasana hati, gelisah, berkeringat, diare, detak jantung cepat, rasa lapar berlebihan, lemah otot, mudah marah, haid tidak normal",Hipertiroid
"Dok, saya merasa muntah dan nyeri otot",hepatitis A
"Pasien mengeluh ruam kulit, nyeri sendi, sisik perak, lekukan kecil di kuku dan kuku meradang",Psoriasis
"Keluhan utama: lemas, perubahan suasana hati, gelisah, berkeringat, diare, detak jantung cepat, rasa lapar berlebihan, lemah otot, mudah marah, haid tidak normal",Hipertiroid
"Badan terasa muntah disertai gangguan pencernaan, hilang nafsu makan, sakit perut, sering buang gas",Gastritis (Maag)
"Pasien mengeluh lemas, batuk, demam tinggi, sesak napas, riwayat keluarga dan dahak berlendir",Asma Bronkial
"Pasien mengeluh muntah, lemas, berat badan turun, batuk, demam tinggi, sesak napas, berkeringat, hilang nafsu makan, demam ringan, mata menguning, kelenjar getah bening bengkak, tidak enak badan, dahak, sakit dada dan batuk berdarah",TBC (Tuberkulosis)
"Saya mengalami lemas, berat badan turun, gelisah, lesu, kadar gula tidak teratur, penglihatan kabur, obesitas, rasa lapar berlebihan, nafsu makan meningkat, sering buang air kecil",Diabetes
"Badan terasa muntah disertai gangguan pencernaan, hilang nafsu makan, sakit perut, sering buang gas, gatal di dalam",Gastritis (Maag)
"Keluhan utama: asam lambung naik, sariawan di lidah, muntah, batuk, sakit dada",GERD (Asam Lambung)
"Dok, saya merasa menggigil dan bintik merah di seluruh tubuh",Demam Berdarah Dengue (DBD)
"Badan terasa nyeri sendi disertai muntah, lemas, demam tinggi, kulit menguning, urine berwarna gelap, mual, hilang nafsu makan, sakit perut, mata menguning, gagal hati akut, koma, pendarahan lambung",Hepatitis E
"Badan terasa nyeri sendi disertai muntah, kulit menguning, urine berwarna gelap, mual, hilang nafsu makan, sakit perut, diare, demam ringan, mata menguning, nyeri otot",hepatitis A
"Keluhan utama: itching, benjolan merah di kulit, dischromic  patches",Infeksi Jamur
"Dok, saya merasa ruam kulit dan bintik merah di seluruh tubuh",Demam Berdarah Dengue (DBD)
"Keluhan utama: itching, lemas, kulit menguning, urine berwarna gelap, hilang nafsu makan, sakit perut, urine kuning pekat, mata menguning, tidak enak badan, menerima transfusi darah, menerima suntikan tidak steril",Hepatitis B
"Saya mengalami itching, ruam kulit, sakit perut, rasa terbakar saat buang air kecil, spotting  urination",Reaksi Obat/Alergi
"Dok, saya merasa pengecilan otot dan kontak seksual berisiko",HIV/AIDS
"Badan terasa ruam kulit disertai benjolan merah di kulit, dischromic  patches",Infeksi Jamur
"Keluhan utama: menggigil, muntah, berat badan turun, batuk, demam tinggi, sesak napas, berkeringat, hilang nafsu makan, demam ringan, mata menguning, kelenjar getah bening bengkak, tidak enak badan, dahak, sakit dada, batuk berdarah",TBC (Tuberkulosis)
"Dok, saya merasa batuk dan dahak berlendir",Asma Bronkial
"Pasien mengeluh ruam kulit, demam tinggi, melepuh, luka merah di sekitar hidung dan cairan kuning mengeras",Impetigo
"Dok, saya merasa nyeri sendi dan pendarahan lambung",Hepatitis E
"Badan terasa ruam kulit disertai nyeri sendi, kulit mengelupas, sisik perak, lekukan kecil di kuku, kuku meradang",Psoriasis
"Dok, saya merasa itching dan menerima suntikan tidak steril",Hepatitis B
"Dok, saya merasa sakit kepala dan sulit berkonsentrasi",Hypertension
"Dok, saya merasa sakit leher dan sakit saat berjalan",Osteoartritis
"Dok, saya merasa sakit perut dan sakit dada",GERD (Asam Lambung)
"Dok, saya merasa muntah dan kesadaran berubah",Kelumpuhan (Pendarahan Otak)
"Dok, saya merasa lemas dan riwayat keluarga",Hepatitis C
Gejala yang dialami: itching serta ruam kulit,Infeksi Jamur
"Keluhan utama: muntah, gangguan pencernaan, hilang nafsu makan, sakit perut, sering buang gas, gatal di dalam",Gastritis (Maag)
Gejala yang dialami: pengecilan otot serta bercak di tenggorokan,HIV/AIDS
"Dok, saya merasa muntah dan jantung berdebar",Hipoglikemia (Gula Darah Rendah)
Gejala yang dialami: sakit punggung serta lemah anggota gerak,Saraf Leher Terjepit
"Keluhan utama: lemas, batuk, demam tinggi, riwayat keluarga, dahak berlendir",Asma Bronkial
"Dok, saya merasa lemas dan riwayat keluarga",Hepatitis C
Gejala yang dialami: sembelit serta sakit saat buang air besar,Wasir/Ambeien
"Saya mengalami ruam kulit, benjolan merah di kulit, dischromic  patches",Infeksi Jamur
"Badan terasa nyeri sendi disertai muntah, kulit menguning, urine berwarna gelap, mual, hilang nafsu makan, sakit perut, diare, demam ringan, mata menguning, nyeri otot",hepatitis A
"Pasien mengeluh nyeri sendi, muntah, lemas, demam tinggi, kulit menguning, urine berwarna gelap, mual, hilang nafsu makan, sakit perut, mata menguning, gagal hati akut, koma dan pendarahan lambung",Hepatitis E
"Pasien mengeluh asam lambung naik, gangguan pencernaan, sakit kepala, penglihatan kabur, rasa lapar berlebihan, leher kaku, depresi, mudah marah dan gangguan pengelihatan",Migrain
"Badan terasa sakit perut disertai asam lambung naik, sariawan di lidah, batuk, sakit dada",GERD (Asam Lambung)
"Pasien mengeluh rasa terbakar saat buang air kecil, tidak nyaman di kandung kemih, bau urine menyengat dan rasa ingin pipis terus",Infeksi Saluran Kemih
"Pasien mengeluh asam lambung naik, sakit kepala, penglihatan kabur, rasa lapar berlebihan, leher kaku, depresi, mudah marah dan gangguan pengelihatan",Migrain
"Saya mengalami sakit kepala, sakit dada, hilang keseimbangan, sulit berkonsentrasi",Hypertension
"Dok, saya merasa pengecilan otot dan kontak seksual berisiko",HIV/AIDS
"Saya mengalami batuk, demam tinggi, sesak napas, riwayat keluarga, dahak berlendir",Asma Bronkial
"Keluhan utama: menggigil, muntah, lemas, demam tinggi, sakit kepala, mual, sembelit, sakit perut, diare, wajah pucat sakit",Tifush (Demam Tifoid)
"Dok, saya merasa ruam kulit dan bintik merah di seluruh tubuh",Demam Berdarah Dengue (DBD)
"Keluhan utama: lemah otot, leher kaku, sendi bengkak, kaku saat bergerak, sakit saat berjalan",Radang Sendi
"Keluhan utama: rasa terbakar saat buang air kecil, tidak nyaman di kandung kemih, bau urine menyengat, rasa ingin pipis terus",Infeksi Saluran Kemih
"Dok, saya merasa itching dan menerima suntikan tidak steril",Hepatitis B
"Badan terasa nyeri sendi disertai muntah, lemas, kulit menguning, urine berwarna gelap, mual, hilang nafsu makan, sakit perut, mata menguning",Hepatitis D
"Pasien mengeluh lemas, perubahan suasana hati, berat badan turun, gelisah, berkeringat, diare, detak jantung cepat, rasa lapar berlebihan, lemah otot, mudah marah dan haid tidak normal",Hipertiroid
"Badan terasa bersin terus menerus disertai menggigil, lemas, batuk, demam tinggi, sakit kepala, kelenjar getah bening bengkak, dahak, iritasi tenggorokan, mata merah, tekanan sinus, hidung meler, hidung tersumbat, sakit dada, hilang penciuman, nyeri otot",ISPA/Influenza
"Pasien mengeluh kulit menguning, sakit perut, perut membengkak, perut kembung, riwayat konsumsi alkohol dan kelebihan cairan",Hepatitis Alkoholik
"Keluhan utama: sakit perut, asam lambung naik, muntah, batuk, sakit dada",GERD (Asam Lambung)
"Dok, saya merasa jerawat bernanah dan luka gores",Jerawat
"Pasien mengeluh kulit menguning, mual, hilang nafsu makan, mata menguning dan riwayat keluarga",Hepatitis C
Gejala yang dialami: ruam kulit serta menggigil,Demam Berdarah Dengue (DBD)
"Badan terasa ruam kulit disertai nyeri sendi, kulit mengelupas, sisik perak, lekukan kecil di kuku, kuku meradang",Psoriasis
"Saya mengalami ruam kulit, jerawat bernanah, komedo",Jerawat
"Saya mengalami bersin terus menerus, menggigil, menggigil, mata berair",Alergi
Gejala yang dialami: bercak di tenggorokan serta demam tinggi,HIV/AIDS
"Pasien mengeluh sakit perut, asam lambung naik, sariawan di lidah, muntah, batuk dan sakit dada",GERD (Asam Lambung)
"Pasien mengeluh muntah, mata cekung, dehidrasi dan diare",Gastroenteritis (Muntaber)
"Saya mengalami muntah, kulit menguning, sakit perut, perut membengkak, perut kembung, riwayat konsumsi alkohol, kelebihan cairan",Hepatitis Alkoholik
"Saya mengalami nyeri sendi, muntah, kulit menguning, urine berwarna gelap, mual, sakit perut, diare, demam ringan, mata menguning, nyeri otot",hepatitis A
"Pasien mengeluh ruam kulit, menggigil, nyeri sendi, muntah, lemas, demam tinggi, sakit kepala, mual, hilang nafsu makan, sakit di belakang mata, sakit punggung, tidak enak badan, nyeri otot dan bintik merah di seluruh tubuh",Demam Berdarah Dengue (DBD)
Gejala yang dialami: lemas serta batuk,Asma Bronkial
Gejala yang dialami: menggigil serta muntah,Malaria
"Dok, saya merasa nyeri sendi dan mata menguning",Hepatitis D
Gejala yang dialami: rasa terbakar saat buang air kecil serta tidak nyaman di kandung kemih,Infeksi Saluran Kemih
"Saya mengalami lemas, berat badan turun, gelisah, lesu, kadar gula tidak teratur, obesitas, rasa lapar berlebihan, nafsu makan meningkat, sering buang air kecil",Diabetes
"Keluhan utama: nyeri sendi, sakit leher, sakit lutut, nyeri sendi panggul, sendi bengkak, sakit saat berjalan",Osteoartritis
"Dok, saya merasa lemas dan urat menonjol di betis",Varises
"Saya mengalami itching, ruam kulit, sakit perut, rasa terbakar saat buang air kecil, spotting  urination",Reaksi Obat/Alergi
"Saya mengalami ruam kulit, demam tinggi, melepuh, luka merah di sekitar hidung, cairan kuning mengeras",Impetigo
Gejala yang dialami: nyeri sendi serta muntah,hepatitis A
Gejala yang dialami: menggigil serta muntah,Malaria
"Pasien mengeluh ruam kulit, demam tinggi, melepuh, luka merah di sekitar hidung dan cairan kuning mengeras",Impetigo
"Pasien mengeluh sakit kepala, sakit dada, pusing, hilang keseimbangan dan sulit berkonsentrasi",Hypertension
"Saya mengalami itching, lemas, berat badan turun, demam tinggi, kulit menguning, urine berwarna gelap, sakit perut",Penyakit Kuning
"Saya mengalami mata cekung, dehidrasi, diare",Gastroenteritis (Muntaber)
"Dok, saya merasa lemas dan haid tidak normal",Hipertiroid
Gejala yang dialami: nyeri sendi serta muntah,Hepatitis E
Gejala yang dialami: lemas serta kram,Varises
Gejala yang dialami: muntah serta lemas,Hipoglikemia (Gula Darah Rendah)
Gejala yang dialami: bersin terus menerus serta menggigil,ISPA/Influenza
"Keluhan utama: lemas, demam tinggi, sesak napas, riwayat keluarga, dahak berlendir",Asma Bronkial
"Badan terasa itching disertai ruam kulit, lemas, lesu, demam tinggi, sakit kepala, hilang nafsu makan, demam ringan, kelenjar getah bening bengkak, tidak enak badan, bintik merah di seluruh tubuh",Cacar Air
"Dok, saya merasa asam lambung naik dan gangguan pengelihatan",Migrain
"Saya mengalami menggigil, lemas, batuk, demam tinggi, sesak napas, berkeringat, tidak enak badan, dahak, sakit dada, detak jantung cepat, dahak berwarna karat",Pneumonia (Radang Paru)
"Dok, saya merasa sakit kepala dan kesadaran berubah",Kelumpuhan (Pendarahan Otak)
"Pasien mengeluh lemas, berat badan turun, gelisah, lesu, penglihatan kabur, obesitas, rasa lapar berlebihan, nafsu makan meningkat dan sering buang air kecil",Diabetes
"Saya mengalami itching, ruam kulit, sakit perut, spotting  urination",Reaksi Obat/Alergi
"Keluhan utama: itching, muntah, berat badan turun, demam tinggi, kulit menguning, urine berwarna gelap, sakit perut",Penyakit Kuning
"Pasien mengeluh lemas, kulit menguning, mual, hilang nafsu makan dan riwayat keluarga",Hepatitis C
"Pasien mengeluh lemah otot, leher kaku, kaku saat bergerak dan sakit saat berjalan",Radang Sendi
"Badan terasa ruam kulit disertai jerawat bernanah, komedo, luka gores",Jerawat
Gejala yang dialami: rasa terbakar saat buang air kecil serta tidak nyaman di kandung kemih,Infeksi Saluran Kemih
Gejala yang dialami: sakit punggung serta lemah anggota gerak,Saraf Leher Terjepit
"Badan terasa menggigil disertai muntah, demam tinggi, berkeringat, sakit kepala, mual, diare, nyeri otot",Malaria
"Saya mengalami muntah, sakit kepala, mual, berputar-putar, hilang keseimbangan",Vertigo
